earn,height,sex,race,ed,age
12735.5841473359,73.06,male,hispanic,14.0,25.0
23877.3476332195,65.08,male,other,14.0,25.0
20079.3061155936,64.49,female,white,16.0,44.0
56642.756541816,66.91,female,black,13.0,41.0
63557.9760687751,66.58,male,white,16.0,35.0
46114.9940451608,74.49,male,white,12.0,26.0
24856.1676094287,62.84,female,white,13.0,35.0
31818.6236230481,74.17,male,white,12.0,40.0
4706.62072409605,73.86,male,black,6.0,66.0
2596.37371508954,63.0,female,black,16.0,23.0
13711.4490881715,62.37,female,black,11.0,27.0
8962.85062670136,61.96,female,white,12.0,22.0
,66.75,female,white,16.0,31.0
31860.2747237421,69.1,male,white,12.0,61.0
47719.3361845415,73.1,male,white,12.0,38.0
20084.3187707433,63.03,female,white,12.0,39.0
1009.5439125996,60.19,female,white,12.0,38.0
16895.3990352936,67.24,female,white,14.0,36.0
25455.211936639,68.73,male,white,12.0,23.0
71550.4036773232,70.95,male,white,12.0,33.0
63567.3694572935,72.35,male,white,14.0,58.0
991.402309767381,62.95,female,white,12.0,66.0
39688.5905654115,70.55,male,white,14.0,85.0
31203.6566167839,63.75,female,white,14.0,56.0
28969.5085549037,64.52,female,white,16.0,34.0
11052.2685502736,68.13,male,white,12.0,71.0
47697.1018967501,74.14,male,white,12.0,36.0
29620.4026862233,62.11,female,white,11.0,51.0
40743.0231380484,64.81,female,white,16.0,51.0
1001.39285180773,66.42,female,white,14.0,59.0
10535.5109396086,59.93,female,white,5.0,66.0
111355.582492486,68.96,male,white,18.0,46.0
24855.0354935343,61.2,female,other,16.0,38.0
40753.3280697748,65.17,female,white,17.0,37.0
56670.3273867862,65.88,female,white,16.0,32.0
,70.22,male,white,16.0,28.0
44568.5809689135,72.07,male,black,15.0,34.0
24860.3637743202,63.94,female,hispanic,11.0,25.0
34957.1221747868,71.36,male,hispanic,14.0,32.0
1007.21194874105,62.74,female,white,12.0,33.0
55693.8337608029,72.86,male,white,,34.0
29624.8547880902,64.52,female,black,15.0,50.0
55760.7664723291,67.86,male,white,14.0,41.0
27068.2291862713,63.7,female,black,12.0,25.0
34920.5390609967,66.03,male,black,16.0,41.0
48697.0600361851,67.18,female,white,16.0,62.0
,64.07,female,hispanic,12.0,31.0
40745.341702208,64.09,female,black,14.0,40.0
16899.7657635547,61.94,female,white,,55.0
63679.4040953726,69.43,male,white,12.0,41.0
20859.1253422943,62.89,female,white,12.0,67.0
55622.579497519,71.29,male,white,15.0,49.0
984.500213531472,61.15,female,hispanic,16.0,27.0
166981.025077615,75.23,male,white,12.0,53.0
159024.205461937,70.35,male,white,18.0,44.0
33381.7739759541,68.61,male,white,12.0,55.0
16898.5850156759,63.93,female,white,14.0,60.0
,72.05,male,white,12.0,30.0
41354.4324383427,68.64,male,white,18.0,29.0
96398.2293678427,62.95,female,white,10.0,82.0
28625.3297430993,71.44,male,white,16.0,49.0
24843.1804714277,58.97,female,white,8.0,65.0
8031.69997754504,68.31,male,white,13.0,24.0
95370.5559507232,76.73,male,white,17.0,46.0
20078.7017904862,67.96,female,white,14.0,73.0
44610.2025899329,70.28,male,black,18.0,42.0
66786.5507838122,69.29,male,white,18.0,47.0
4194.42425623004,63.43,female,white,12.0,37.0
31855.1033379246,73.14,male,black,18.0,37.0
44600.1770620232,66.41,male,other,15.0,44.0
15997.5455999182,72.1,male,black,17.0,66.0
69.6914927913448,65.97,male,white,16.0,69.0
49365.2190022763,72.29,male,black,12.0,35.0
28014.3209098335,69.15,female,black,13.0,41.0
26427.6756161573,67.11,female,white,12.0,43.0
56644.6466978089,65.88,female,white,15.0,42.0
5775.40581158023,67.13,female,white,12.0,30.0
26443.0930466471,68.29,female,white,18.0,43.0
56659.1888329205,64.77,female,black,15.0,46.0
43928.4164617031,62.55,female,black,17.0,37.0
39716.9277091473,68.99,male,white,17.0,33.0
1013.14945943267,62.04,female,white,14.0,82.0
63549.4462474664,70.38,male,white,16.0,45.0
72559.7829905608,66.23,female,white,16.0,47.0
22225.1108881337,65.96,male,white,12.0,27.0
40739.3407716587,66.04,female,white,14.0,41.0
63629.7998156167,71.66,male,white,12.0,46.0
54097.4886990852,68.61,male,white,12.0,39.0
63563.485216593,65.94,male,white,,38.0
55702.3014545118,69.1,male,white,14.0,32.0
20079.0535040621,59.9,female,hispanic,12.0,55.0
48710.9197381887,64.89,female,white,17.0,47.0
37562.0541780795,61.81,female,white,12.0,44.0
4169.61756189437,66.73,female,white,12.0,34.0
31923.2309000489,67.11,male,white,14.0,29.0
16911.0248263552,68.29,female,black,9.0,66.0
996.67215235483,64.96,female,black,6.0,71.0
96404.2353809042,65.97,female,black,16.0,47.0
,,male,black,16.0,45.0
40745.0728919601,65.19,female,white,18.0,65.0
35966.4027951844,62.73,female,black,14.0,77.0
998.612844261211,61.64,female,white,12.0,42.0
12787.9070555997,67.82,male,white,17.0,29.0
4195.33627740169,65.65,female,white,16.0,25.0
30577.5151842098,64.93,female,white,16.0,30.0
32797.7152048203,62.44,female,white,14.0,24.0
158979.09115076,72.74,male,white,18.0,41.0
,61.91,female,white,15.0,44.0
42906.4330216585,69.7,male,white,12.0,46.0
2609.64069289783,57.34,female,black,12.0,62.0
28564.2913953672,67.72,male,white,12.0,24.0
,66.98,female,white,14.0,27.0
16886.8514579247,64.44,female,white,12.0,78.0
22206.6211632941,69.86,male,white,14.0,39.0
11491.8443763099,72.53,male,white,14.0,70.0
1023.98892050724,62.99,female,other,8.0,56.0
53464.7050486639,63.3,female,white,17.0,43.0
36578.6173669224,65.62,male,white,12.0,38.0
16888.7393946248,64.78,female,white,12.0,45.0
34939.3171908471,61.12,male,white,12.0,28.0
21659.5418912689,60.56,female,hispanic,12.0,23.0
53459.7469784682,66.74,female,white,12.0,35.0
57150.2428716162,72.79,male,white,12.0,40.0
16898.6413084924,71.17,female,black,14.0,36.0
10547.8916527515,64.19,female,white,12.0,64.0
20090.3525656537,67.44,female,white,12.0,47.0
16900.9336464029,61.76,female,white,11.0,51.0
34400.7901688741,67.26,female,white,12.0,49.0
41363.6776236564,69.02,male,white,12.0,36.0
35991.8855411288,65.97,female,black,12.0,54.0
37571.3742815177,65.72,female,black,15.0,58.0
31883.2552493761,66.22,male,white,15.0,28.0
16910.1847964277,65.99,female,white,13.0,42.0
24824.3894868874,63.89,female,white,,75.0
11207.8912675841,71.87,male,black,14.0,28.0
24859.4210423322,63.83,female,white,12.0,42.0
987.477982853054,64.33,female,white,12.0,64.0
42339.8421394851,64.83,female,white,16.0,38.0
15961.4273011639,71.79,male,white,11.0,35.0
982.925263925835,63.12,female,white,8.0,61.0
4753.87988315343,71.2,male,white,14.0,24.0
43913.668813905,63.72,female,hispanic,17.0,45.0
45521.6194017236,64.0,female,white,17.0,29.0
,66.95,female,white,12.0,31.0
87473.4075168657,75.04,male,white,18.0,34.0
32823.4149412493,65.68,female,hispanic,17.0,30.0
14525.0653532774,67.11,female,white,12.0,48.0
999.7960302637,68.09,female,white,12.0,62.0
47682.5461562175,,male,white,16.0,34.0
1002.43982783669,61.88,female,white,12.0,70.0
32801.265467448,67.96,female,white,12.0,35.0
34947.9182367206,69.77,male,white,6.0,79.0
39823.374123275,67.17,male,white,16.0,30.0
977.095394374498,63.77,female,white,16.0,66.0
4758.44302121065,70.99,male,white,8.0,26.0
26437.6534741544,62.96,female,white,12.0,53.0
1012.99331167704,64.14,female,white,12.0,61.0
16878.8349959772,60.61,female,black,12.0,43.0
24854.9424481381,65.34,female,black,12.0,32.0
44513.8048948285,66.96,male,white,12.0,50.0
50014.1224657651,65.18,male,white,14.0,39.0
150967.87829962,66.3,male,white,,56.0
60411.7997400031,66.64,male,white,12.0,44.0
47660.9252116808,73.89,male,white,12.0,45.0
57055.5653429877,73.95,male,white,16.0,46.0
20096.2174172541,66.07,female,white,13.0,26.0
16908.8113233328,69.12,female,white,16.0,29.0
72543.836019343,66.05,female,white,18.0,48.0
63581.3456537451,74.27,male,white,16.0,60.0
34293.320938979,71.96,male,white,12.0,31.0
22149.5427565164,66.26,male,white,12.0,66.0
60492.1212305534,67.04,male,other,17.0,58.0
2581.8704016655,64.79,female,white,12.0,22.0
22241.3709490266,65.29,male,white,12.0,77.0
24837.2986927913,64.98,female,white,12.0,35.0
1017.15996053443,62.58,female,hispanic,12.0,67.0
39167.7457051747,68.21,female,white,13.0,46.0
,64.15,female,white,16.0,27.0
29627.8442660978,63.68,female,white,16.0,67.0
23260.5391564021,63.15,female,white,12.0,24.0
16903.3551430115,69.06,female,white,12.0,32.0
16108.242172076,66.91,female,white,12.0,36.0
18516.6837641757,63.1,female,white,15.0,70.0
27100.834976173,66.96,male,white,12.0,71.0
10559.4810739797,60.23,female,white,13.0,32.0
4972.0353918892,62.24,female,white,11.0,62.0
63505.6743924597,71.88,male,white,16.0,45.0
996.561743690155,67.74,female,white,14.0,39.0
39706.4175846121,66.88,male,white,16.0,43.0
45523.4974026761,66.0,female,black,15.0,64.0
53471.4323638042,66.07,female,black,12.0,49.0
7370.75164242468,59.64,female,white,,68.0
981.628981126362,67.19,female,white,12.0,33.0
6528.93768232502,65.47,male,white,16.0,34.0
40752.142789777,69.11,female,white,12.0,86.0
50863.956748591,72.15,male,white,12.0,32.0
21674.3140627863,63.41,female,white,8.0,62.0
12698.1310972785,63.81,male,hispanic,8.0,31.0
987.960796526986,61.66,female,other,17.0,30.0
993.15806525758,64.93,female,white,13.0,60.0
28035.9398261196,64.08,female,white,12.0,42.0
24847.9216110984,67.41,female,white,12.0,81.0
28590.2219778065,65.71,male,white,13.0,36.0
19119.2497606979,73.4,male,white,12.0,28.0
11062.216631806,73.87,male,white,7.0,53.0
1006.76154115774,65.63,female,white,12.0,28.0
2909.93805759301,65.08,female,white,14.0,26.0
-27.8768193545869,72.29,male,white,12.0,22.0
1000.22150357482,64.09,female,white,12.0,22.0
22329.158952236,62.91,male,white,12.0,25.0
28028.8492187587,62.85,female,white,12.0,44.0
47765.3406387636,66.04,male,white,12.0,46.0
66.5428358774727,72.38,male,white,10.0,67.0
39678.5326981348,70.12,male,white,12.0,57.0
35978.7787242601,66.07,female,hispanic,12.0,37.0
24857.016024841,62.92,female,white,12.0,25.0
42963.3620053351,72.94,male,white,12.0,95.0
32796.4245622424,63.26,female,white,16.0,30.0
15292.2967766704,68.74,female,white,11.0,38.0
994.593757949998,66.3,female,white,14.0,28.0
27055.6866263278,72.35,male,white,12.0,34.0
3843.76286582021,67.86,female,white,12.0,50.0
29620.1650898871,64.07,female,white,12.0,50.0
40742.5641452661,63.38,female,white,18.0,46.0
31844.6518626703,70.34,male,black,16.0,45.0
120240.278171623,63.8,female,white,15.0,44.0
6555.89914734581,66.3,female,white,12.0,44.0
58227.6431745198,60.76,female,white,12.0,75.0
47685.7793442066,72.2,male,white,12.0,29.0
40734.3058021157,64.77,female,white,13.0,82.0
2593.55740323646,63.79,female,white,14.0,30.0
95457.421242717,67.82,male,white,12.0,70.0
55645.5778949582,73.86,male,white,13.0,80.0
14214.3087953851,67.14,male,white,13.0,37.0
55712.3484320936,70.13,male,white,9.0,88.0
18488.0224412708,66.21,female,white,10.0,62.0
19131.3555361695,70.93,male,white,12.0,56.0
47724.5834057795,70.96,male,white,12.0,47.0
30251.8926549142,71.1,male,black,7.0,61.0
14176.3872529867,73.37,male,white,9.0,65.0
47779.8599237978,75.01,male,white,16.0,33.0
988.016236486753,62.18,female,white,12.0,37.0
14300.4605801796,,male,white,12.0,36.0
24859.7960733726,65.36,female,hispanic,16.0,34.0
13712.5235224073,64.8,female,black,12.0,35.0
16884.77431914,65.91,female,white,10.0,79.0
52499.2752680738,72.14,male,white,12.0,41.0
20095.9029830232,59.98,female,hispanic,12.0,32.0
29623.7009005662,64.12,female,white,15.0,41.0
48698.5250501847,65.0,female,white,13.0,65.0
20884.8217696475,64.94,female,white,12.0,36.0
16892.8740662929,62.1,female,black,12.0,40.0
13622.6093393889,67.76,male,black,13.0,75.0
33357.2798994404,,male,black,14.0,50.0
1003.35472447434,62.98,female,white,12.0,33.0
34397.6269652435,63.58,female,white,12.0,81.0
1000.47251325349,65.81,female,white,13.0,28.0
34389.1320382317,,female,white,17.0,29.0
1003.70654303727,63.1,female,white,13.0,43.0
8951.3872765461,65.83,female,white,12.0,56.0
35977.614797689,70.85,female,white,17.0,40.0
47746.0565649852,72.99,male,white,14.0,30.0
1010.22903182616,64.17,female,white,12.0,32.0
196568.589166955,61.32,female,white,14.0,62.0
13720.6740585699,62.68,female,white,9.0,49.0
1012.3586518629,63.12,female,white,9.0,58.0
994.513680698742,61.78,female,white,8.0,60.0
4180.54604546177,64.29,female,white,9.0,29.0
13080.2480579603,67.15,female,white,6.0,66.0
1002.02384296223,66.59,female,white,12.0,22.0
992.171547840471,60.73,female,white,18.0,49.0
,63.28,female,white,12.0,29.0
55636.6222369252,73.11,male,white,12.0,52.0
24852.5097234656,66.06,female,white,16.0,61.0
7368.26610617647,70.2,female,white,12.0,26.0
25499.5396603811,68.08,male,white,8.0,28.0
1314.20587405782,66.84,female,white,,37.0
36623.3121917525,,male,white,16.0,29.0
26425.9974604264,64.28,female,white,16.0,31.0
982.107472627729,61.11,female,white,12.0,31.0
996.918499717436,66.34,female,white,12.0,56.0
10560.7163277053,59.71,female,white,12.0,53.0
1939.87257570583,59.32,female,white,9.0,50.0
995.580464467877,62.15,female,black,16.0,40.0
996.243150686733,61.78,female,black,14.0,65.0
1003.80414608848,61.56,female,white,12.0,29.0
44447.4099566408,74.83,male,other,16.0,38.0
7371.86019531202,65.92,female,white,8.0,70.0
23907.5056799262,64.37,male,white,12.0,39.0
23797.7513516587,71.15,male,white,12.0,29.0
999.242958614164,60.96,female,white,10.0,39.0
40757.5684534422,63.02,female,white,12.0,34.0
24847.4599106837,67.2,female,white,12.0,30.0
63548.3136161029,69.24,male,white,11.0,48.0
47707.0118820173,69.64,male,white,11.0,55.0
8960.2545578515,66.11,female,white,12.0,33.0
55645.6818546773,73.98,male,white,14.0,38.0
26447.0035703518,65.03,female,white,14.0,35.0
45509.8650510557,63.49,female,white,16.0,44.0
31750.6770282697,68.1,male,white,15.0,46.0
33347.263714708,66.19,male,white,13.0,34.0
27048.7526856383,69.33,male,black,12.0,46.0
39167.6226009284,59.75,female,white,13.0,54.0
,60.61,female,white,12.0,79.0
63566.2328416663,74.98,male,white,12.0,50.0
998.767187740165,63.01,female,hispanic,9.0,27.0
-98.5804890739183,69.12,male,white,13.0,24.0
,66.14,female,white,16.0,67.0
,63.71,female,white,13.0,23.0
31214.718656156,63.03,female,hispanic,15.0,49.0
72540.167389067,66.94,female,white,16.0,73.0
7847.48828249529,,male,black,17.0,37.0
-0.964888977907029,72.17,male,white,14.0,25.0
39165.6797373926,62.96,female,black,14.0,44.0
8939.87426566371,67.04,female,white,14.0,23.0
52519.6301914733,66.08,male,white,16.0,38.0
39148.2239673475,64.56,female,white,14.0,28.0
10524.3333363139,63.36,female,white,13.0,27.0
144086.409334098,65.88,female,white,14.0,59.0
980.298999532855,64.16,female,white,16.0,49.0
91628.4462828987,64.19,female,white,18.0,51.0
21922.3163311986,70.93,male,white,14.0,58.0
47648.579482433,70.72,male,white,18.0,41.0
23809.4477379481,71.85,male,white,12.0,44.0
24860.6466090689,59.96,female,white,14.0,79.0
49236.364512364,69.77,male,white,12.0,33.0
52421.8265274802,73.93,male,white,17.0,44.0
47707.8481763399,67.96,male,white,18.0,65.0
19150.3369351537,74.1,male,white,12.0,42.0
8012.3490716726,74.88,male,white,12.0,26.0
33388.2987658794,67.89,male,white,12.0,63.0
45529.9389713226,62.98,female,white,18.0,50.0
19031.9000979283,71.81,male,white,12.0,35.0
31207.4749542588,63.68,female,white,12.0,50.0
,63.04,female,white,14.0,39.0
,66.18,female,white,13.0,64.0
24852.9189798823,60.98,female,white,13.0,32.0
997.248534885182,61.73,female,white,12.0,33.0
,72.76,male,white,12.0,50.0
8466.49445018308,66.1,female,black,12.0,82.0
1007.99494108658,68.26,female,white,12.0,22.0
16124.9628676755,62.28,female,white,12.0,69.0
2634.96424437502,65.16,male,white,12.0,26.0
990.082696774432,63.19,female,white,14.0,47.0
9576.38819748704,62.32,female,white,12.0,35.0
15892.2091978625,68.15,male,white,12.0,35.0
40744.8747647464,59.15,female,white,15.0,87.0
998.925444353651,62.21,female,white,12.0,43.0
1013.52477383429,64.5,female,white,9.0,67.0
56656.301330095,68.12,female,white,16.0,47.0
,62.53,female,white,18.0,48.0
67762.2226156826,63.24,female,white,12.0,44.0
71609.0662816366,67.85,male,white,12.0,62.0
88453.5952587809,63.83,female,white,12.0,55.0
,69.89,female,white,16.0,34.0
39858.0562950258,69.96,male,white,,35.0
30161.9293463618,72.16,male,white,12.0,32.0
60431.9169106581,69.34,male,white,11.0,54.0
24850.196030533,63.19,female,white,14.0,41.0
8162.68267176858,58.09,female,white,5.0,89.0
153635.749804599,62.98,female,white,14.0,31.0
18497.9558645746,63.11,female,white,12.0,51.0
14306.4307247277,72.86,male,white,15.0,38.0
8945.55105069553,68.91,female,white,14.0,28.0
79540.6463287231,69.52,male,white,12.0,55.0
1007.91101944059,65.89,female,white,12.0,63.0
984.047256808445,65.91,female,white,16.0,66.0
10537.4648191351,64.96,female,white,13.0,48.0
158930.467358879,72.38,male,white,13.0,26.0
27220.0059304223,62.05,female,white,13.0,50.0
-25.6552603659183,68.9,male,white,12.0,22.0
50877.7761685217,71.69,male,white,14.0,44.0
47709.3292637674,73.13,male,white,18.0,45.0
16906.6360987587,68.19,female,white,16.0,46.0
,63.62,female,white,12.0,39.0
24875.871655644,65.8,female,white,12.0,23.0
11339.3623934459,59.92,female,white,8.0,87.0
42345.881829433,60.31,female,white,18.0,67.0
28003.467467509,,female,white,12.0,63.0
35979.2002268293,62.73,female,other,18.0,63.0
16904.9984512194,64.38,female,white,12.0,45.0
79523.4868411869,70.81,male,white,14.0,62.0
31790.3006737847,67.43,male,white,12.0,39.0
,66.78,female,white,13.0,63.0
1641.84246580928,62.86,female,white,12.0,35.0
26433.7795557355,64.82,female,white,14.0,63.0
16876.3917770673,65.85,female,white,12.0,70.0
23262.3062737323,63.38,female,white,13.0,62.0
8935.22287731831,65.04,female,white,15.0,24.0
63570.4143675579,73.88,male,white,16.0,38.0
8930.78455644505,67.27,female,white,13.0,59.0
40751.7835298215,67.65,female,white,17.0,51.0
20091.5964444871,65.17,female,white,12.0,55.0
93232.672427805,63.72,female,white,16.0,38.0
29632.3100863834,67.94,female,white,16.0,30.0
1578.5428138958,64.53,male,white,12.0,22.0
33433.936468524,72.24,male,white,17.0,51.0
17505.4454560322,65.73,male,black,12.0,66.0
21663.0043154502,63.69,female,white,12.0,40.0
991.995620972514,63.63,female,white,12.0,57.0
32809.6326770138,59.61,female,other,16.0,92.0
39829.3235077431,72.52,male,black,12.0,39.0
1945.44501302122,63.78,female,white,12.0,47.0
39693.929061593,67.03,male,black,14.0,30.0
57292.9968450935,68.0,male,white,12.0,32.0
24854.1042055616,64.02,female,other,13.0,37.0
6566.2571368786,66.16,female,white,12.0,55.0
31215.7499939053,64.55,female,white,16.0,38.0
98558.7781026767,70.02,male,white,14.0,58.0
39773.2440613475,69.94,male,white,12.0,46.0
79507.9870618854,65.79,male,white,12.0,56.0
1002.60049928122,64.24,female,white,,32.0
1001.6664823116,,female,white,13.0,30.0
63533.3407303505,66.06,male,white,12.0,65.0
,74.15,male,white,18.0,30.0
35981.5108645561,62.35,female,white,12.0,52.0
34393.3511714037,65.53,female,white,17.0,43.0
10719.1973744773,61.53,female,white,12.0,69.0
48700.4850032987,64.8,female,black,18.0,68.0
10526.1893318709,63.02,female,white,12.0,82.0
42872.2640087328,71.38,male,white,16.0,33.0
7378.63016606156,66.01,female,white,16.0,46.0
8026.64579441285,62.04,female,other,6.0,76.0
999.878661556705,61.82,female,white,12.0,80.0
8942.80671590728,62.97,female,white,10.0,91.0
1020.85471771991,64.72,female,white,9.0,79.0
71538.2893319736,67.4,male,white,18.0,44.0
29637.2679715432,60.78,female,white,14.0,49.0
10538.7447239525,65.8,female,white,15.0,26.0
988.161628283781,61.2,female,white,12.0,53.0
22252.8993931606,71.68,male,white,12.0,28.0
56644.8967699588,69.27,female,white,14.0,28.0
24852.1695267614,64.25,female,white,16.0,33.0
20074.4189766833,62.75,female,black,,33.0
2600.43525202508,60.24,female,white,12.0,51.0
,69.42,male,black,15.0,37.0
2396.14778671762,73.13,male,white,12.0,23.0
5768.44503437889,65.09,female,black,16.0,
56642.4364407088,63.69,female,white,12.0,46.0
990.807712176254,63.03,female,white,12.0,49.0
998.671567646385,62.86,female,white,16.0,33.0
111205.855063134,72.18,male,white,15.0,52.0
34399.7622930359,66.98,female,white,16.0,32.0
79576.5419400654,68.85,male,white,11.0,22.0
23824.410492409,70.75,male,white,9.0,25.0
-56.3219788355347,67.81,male,hispanic,10.0,22.0
-66.1283004678617,72.92,male,black,12.0,24.0
15316.9897842259,65.87,female,black,8.0,39.0
16906.2841715607,63.17,female,black,14.0,29.0
1013.91240595871,65.3,female,white,12.0,64.0
47740.831040028,70.88,male,white,12.0,51.0
25452.1338955757,72.11,male,white,14.0,25.0
31876.5784243398,67.72,male,white,12.0,55.0
1003.37176812386,63.82,female,white,12.0,49.0
158996.080700412,71.83,male,white,17.0,58.0
16889.9869050085,65.61,female,white,12.0,47.0
55635.3843796645,66.11,male,white,14.0,67.0
12115.9173222928,64.71,female,white,16.0,35.0
1007.2504839221,65.0,female,white,12.0,66.0
1010.4634170377,66.17,female,white,12.0,56.0
991.124467831543,64.87,female,white,11.0,42.0
12721.3377336341,71.39,male,black,14.0,31.0
,74.38,male,white,10.0,54.0
39764.5300001007,69.77,male,white,9.0,51.0
40740.013906102,63.82,female,white,14.0,49.0
47770.8224810453,,male,white,14.0,52.0
25.5073793326888,66.02,male,white,12.0,30.0
77311.9389631547,62.62,female,white,18.0,38.0
28041.3399828982,68.02,female,white,12.0,50.0
1005.83847378064,70.7,female,white,8.0,74.0
41433.6591116814,72.86,male,white,16.0,28.0
16896.3080934012,63.35,female,white,12.0,65.0
995.746579569306,65.19,female,white,11.0,61.0
95351.2060008194,71.05,male,white,18.0,57.0
35978.3615194746,65.36,female,white,18.0,33.0
10861.0922840824,,female,white,13.0,87.0
39168.2941872203,65.22,female,white,16.0,36.0
31789.2198043854,71.41,male,white,14.0,44.0
12137.2448273531,69.85,female,white,14.0,34.0
-30.4235024585596,72.38,male,black,12.0,23.0
48688.9297482258,67.71,female,black,16.0,52.0
37563.434273142,65.88,female,white,18.0,32.0
32821.1936901775,63.71,female,white,12.0,44.0
5780.073674992,66.19,female,white,16.0,33.0
999.631035696323,62.82,female,white,12.0,35.0
47782.6325430195,70.35,male,white,16.0,45.0
20075.6765540308,64.23,female,white,14.0,27.0
993.395992495505,66.15,female,white,7.0,45.0
1025.01290254845,,female,white,10.0,41.0
63513.1027353022,71.25,male,white,12.0,42.0
24859.9457977036,64.02,female,white,14.0,27.0
58225.6117358599,62.42,female,white,16.0,49.0
16889.6611198725,65.5,female,white,12.0,57.0
995.554489598849,63.08,female,white,11.0,69.0
21669.2484450363,67.98,female,white,14.0,52.0
1009.76704604544,64.88,female,white,12.0,63.0
1010.98136569577,60.61,female,white,,45.0
16894.2835398117,61.77,female,black,12.0,31.0
47695.1950625972,68.89,male,black,12.0,41.0
36593.6932422507,64.16,male,white,13.0,36.0
31833.0641657761,69.63,male,white,17.0,72.0
31216.472797982,64.6,female,white,13.0,86.0
31818.0117641456,61.21,male,black,11.0,70.0
44466.4806466349,63.44,male,black,14.0,67.0
21681.934597577,65.14,female,white,10.0,84.0
19119.584235378,63.61,male,white,12.0,79.0
31760.3097497459,69.06,male,white,11.0,27.0
39789.4734194548,73.88,male,white,12.0,34.0
40735.5821116565,67.8,female,white,13.0,56.0
1004.34436591698,67.65,female,white,12.0,38.0
1014.45045553044,64.91,female,white,,45.0
29620.997007219,66.87,female,white,16.0,44.0
988.565070198681,64.71,female,white,12.0,22.0
995.374617537821,64.18,female,white,18.0,50.0
10529.7506464015,62.09,female,white,10.0,72.0
25427.4001595129,72.05,male,white,13.0,27.0
71514.3289230531,73.05,male,white,16.0,42.0
39806.8521692602,69.94,male,white,14.0,73.0
20073.7156480621,63.99,female,white,14.0,42.0
4160.53105497259,67.87,female,white,12.0,22.0
16890.6172628713,62.86,female,white,12.0,22.0
22286.8004109747,71.18,male,white,12.0,40.0
,64.41,female,white,12.0,35.0
,67.35,female,white,11.0,41.0
16901.8264738142,59.77,female,white,12.0,43.0
2919.12600531874,65.51,female,white,4.0,68.0
24850.8308644127,59.01,female,white,14.0,66.0
16900.745158091,62.86,female,white,13.0,68.0
3163.02291068586,,male,white,12.0,22.0
1006.01762644208,66.21,female,white,12.0,39.0
7365.5038036505,64.7,female,white,13.0,37.0
16894.0221460191,63.96,female,white,14.0,36.0
3393.78999839327,65.78,female,white,12.0,27.0
28624.1716370336,66.33,male,hispanic,17.0,30.0
,72.99,male,white,15.0,28.0
44524.6055045838,71.76,male,white,16.0,30.0
16913.9983227796,74.3,female,white,14.0,26.0
5772.98208580172,65.06,female,white,16.0,26.0
999.23673707007,63.53,female,white,14.0,35.0
19020.2126342116,71.06,male,white,12.0,25.0
31197.9028766208,68.08,female,white,13.0,49.0
1008.02183926421,61.35,female,white,12.0,37.0
57262.115767785,69.77,male,white,,43.0
12154.012468166,64.19,female,white,16.0,63.0
56655.8520466265,59.16,female,white,11.0,38.0
63508.2745013848,68.27,male,white,18.0,47.0
23896.1225958883,68.31,male,white,14.0,29.0
,69.24,female,white,13.0,47.0
40744.0142293539,69.02,female,white,14.0,59.0
44511.8388677947,75.02,male,white,18.0,42.0
35056.1897433602,68.75,male,white,14.0,39.0
34166.1588166956,72.1,male,black,13.0,28.0
5771.77114883749,68.35,female,white,12.0,27.0
36577.5114386126,,male,white,13.0,32.0
28718.2050356153,71.88,male,white,12.0,77.0
31709.3453051173,66.61,male,white,16.0,75.0
26432.0238638548,63.23,female,hispanic,12.0,50.0
23817.843746481,68.62,male,white,12.0,30.0
85268.6446916847,62.85,female,hispanic,17.0,36.0
41349.9483732802,71.99,male,white,12.0,31.0
7364.53214004544,64.81,female,other,12.0,32.0
15809.0448761028,72.98,male,white,16.0,63.0
68330.0291746917,69.06,male,white,12.0,55.0
27130.7019128214,69.07,male,other,14.0,37.0
7363.69743087666,60.66,female,hispanic,12.0,42.0
79485.8854920863,72.8,male,white,15.0,52.0
,67.03,female,white,18.0,55.0
45507.9788477399,62.91,female,white,16.0,45.0
998.429683373758,66.09,female,white,12.0,52.0
8951.01665799154,61.87,female,white,14.0,52.0
29614.9483149486,65.05,female,white,13.0,53.0
33385.6491294888,71.65,male,hispanic,15.0,66.0
20085.6872462914,66.91,female,white,12.0,37.0
53481.8611190695,65.46,female,hispanic,16.0,66.0
79582.9722445708,71.73,male,hispanic,13.0,68.0
10543.0059825721,65.35,female,hispanic,9.0,78.0
,63.98,female,white,14.0,63.0
55665.7385965739,67.76,male,white,12.0,54.0
40750.9588661231,68.43,female,white,12.0,47.0
31779.0524294819,75.89,male,white,14.0,30.0
29618.6709435351,63.28,female,white,12.0,40.0
54032.4163361492,73.66,male,white,14.0,82.0
39720.1169340478,67.95,male,white,16.0,29.0
31789.5496754198,72.13,male,white,17.0,81.0
52556.6622479844,68.05,male,white,12.0,73.0
7362.32469627059,65.15,female,white,12.0,77.0
32821.7394367105,59.85,female,white,8.0,81.0
63629.1436845868,71.62,male,white,16.0,37.0
23272.6828309175,63.92,female,white,14.0,44.0
20070.4266821973,68.19,female,white,12.0,52.0
40752.7857873425,60.68,female,white,12.0,35.0
112293.228459904,67.16,female,white,10.0,76.0
61431.2358244234,67.35,female,white,17.0,59.0
23273.0643236029,62.89,female,white,12.0,32.0
1005.66857107228,63.08,female,white,15.0,37.0
